trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
34,False,"{'a': 0.2, 'e': 0.7799999999999998}",25,0,-110.81931551413808,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 3}",0
35,False,"{'a': 0.2, 'e': 0.7749999999999998}",30,5,-159.3032070145085,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",1
36,False,"{'a': 0.2, 'e': 0.7699999999999998}",20,11,-5.917747314393548,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
37,False,"{'a': 0.2, 'e': 0.7649999999999998}",20,0,-22.979431802967206,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
38,False,"{'a': 0.2, 'e': 0.7599999999999998}",25,0,-86.99416290431284,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
39,False,"{'a': 0.2, 'e': 0.7549999999999998}",25,0,-95.18361267271929,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
40,False,"{'a': 0.2, 'e': 0.7499999999999998}",20,0,-90.54266320210162,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
41,False,"{'a': 0.2, 'e': 0.7449999999999998}",20,0,-29.213065782048517,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
42,False,"{'a': 0.2, 'e': 0.7399999999999998}",25,0,-82.01859113790964,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",1
43,False,"{'a': 0.2, 'e': 0.7349999999999998}",30,0,-183.32060870701415,"{0: 18, 1: 1, 2: 6, 3: 3, 4: 2}",0
44,False,"{'a': 0.2, 'e': 0.7299999999999998}",35,0,-149.2858343803387,"{0: 25, 1: 4, 2: 3, 3: 0, 4: 3}",0
45,False,"{'a': 0.2, 'e': 0.7249999999999998}",35,0,-97.74264681169743,"{0: 25, 1: 2, 2: 6, 3: 1, 4: 1}",0
46,False,"{'a': 0.2, 'e': 0.7199999999999998}",20,0,-187.4528253822169,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
47,False,"{'a': 0.2, 'e': 0.7149999999999997}",20,0,-17.38580191097681,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
48,False,"{'a': 0.2, 'e': 0.7099999999999997}",20,0,-56.061270904341185,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
49,False,"{'a': 0.2, 'e': 0.7049999999999997}",20,0,-71.02305077984693,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.2, 'e': 0.6999999999999997}",30,0,-26.75550127786056,"{0: 23, 1: 5, 2: 1, 3: 1, 4: 0}",0
51,False,"{'a': 0.2, 'e': 0.6949999999999997}",25,0,-49.44104107704752,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
52,False,"{'a': 0.2, 'e': 0.6899999999999997}",20,0,-69.66808120092698,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
53,False,"{'a': 0.2, 'e': 0.6849999999999997}",20,0,-65.2587483997423,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
54,False,"{'a': 0.2, 'e': 0.6799999999999997}",30,19,-35.16317494081088,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
55,False,"{'a': 0.2, 'e': 0.6749999999999997}",25,0,-79.85622361850072,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
