trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
37,True,"{'a': 0, 'e': 0}",20,0,-12.987449290520487,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
38,True,"{'a': 0, 'e': 0}",20,10,14.312207614431225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,8,24.541701281927242,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,12,14.757497878241148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,6,23.073848923446587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,12,15.719198783902955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,0,32.13860402632673,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,True,"{'a': 0, 'e': 0}",25,12,25.941703213525653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,12,14.966443398472716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,14,11.229639268058976,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,11,19.354011479897416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,10,18.506314783438413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,9,21.798226957287532,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,4,26.66661676619887,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
